Cumulative cohort fertility rates (horizontal parallelograms
Last modified: 31/05/2022
Code Cohort  Age     CCFR
AUT  1960    29     1.166
AUT  1960    30     1.251
AUT  1960    31     1.328
AUT  1960    32     1.397
AUT  1960    33     1.458
AUT  1960    34     1.507
AUT  1960    35     1.550
AUT  1960    36     1.585
AUT  1960    37     1.615
AUT  1960    38     1.638
AUT  1960    39     1.656
AUT  1960    40     1.670
AUT  1960    41     1.680
AUT  1960    42     1.687
AUT  1960    43     1.692
AUT  1960    44     1.695
AUT  1960    45     1.696
AUT  1960    46     1.697
AUT  1960    47     1.697
AUT  1960    48     1.698
AUT  1960    49     1.698
AUT  1960    50     1.698
AUT  1960    51     1.698
AUT  1960    52     1.698
AUT  1960    53     1.698
AUT  1960    54     1.698
AUT  1960    55     1.698
AUT  1961    12     0.000
AUT  1961    13     0.000
AUT  1961    14     0.000
AUT  1961    15     0.001
AUT  1961    16     0.003
AUT  1961    17     0.013
AUT  1961    18     0.042
AUT  1961    19     0.093
AUT  1961    20     0.175
AUT  1961    21     0.274
AUT  1961    22     0.381
AUT  1961    23     0.492
AUT  1961    24     0.603
AUT  1961    25     0.717
AUT  1961    26     0.825
AUT  1961    27     0.933
AUT  1961    28     1.038
AUT  1961    29     1.134
AUT  1961    30     1.222
AUT  1961    31     1.301
AUT  1961    32     1.371
AUT  1961    33     1.431
AUT  1961    34     1.483
AUT  1961    35     1.525
AUT  1961    36     1.563
AUT  1961    37     1.592
AUT  1961    38     1.615
AUT  1961    39     1.632
AUT  1961    40     1.646
AUT  1961    41     1.657
AUT  1961    42     1.664
AUT  1961    43     1.669
AUT  1961    44     1.672
AUT  1961    45     1.674
AUT  1961    46     1.674
AUT  1961    47     1.675
AUT  1961    48     1.675
AUT  1961    49     1.675
AUT  1961    50     1.675
AUT  1961    51     1.675
AUT  1961    52     1.676
AUT  1961    53     1.676
AUT  1961    54     1.676
AUT  1961    55     1.676
AUT  1962    12     0.000
AUT  1962    13     0.000
AUT  1962    14     0.000
AUT  1962    15     0.000
AUT  1962    16     0.003
AUT  1962    17     0.013
AUT  1962    18     0.041
AUT  1962    19     0.093
AUT  1962    20     0.172
AUT  1962    21     0.268
AUT  1962    22     0.370
AUT  1962    23     0.478
AUT  1962    24     0.588
AUT  1962    25     0.699
AUT  1962    26     0.812
AUT  1962    27     0.921
AUT  1962    28     1.025
AUT  1962    29     1.124
AUT  1962    30     1.212
AUT  1962    31     1.294
AUT  1962    32     1.364
AUT  1962    33     1.424
AUT  1962    34     1.478
AUT  1962    35     1.522
AUT  1962    36     1.558
AUT  1962    37     1.586
AUT  1962    38     1.610
AUT  1962    39     1.629
AUT  1962    40     1.644
AUT  1962    41     1.656
AUT  1962    42     1.663
AUT  1962    43     1.669
AUT  1962    44     1.671
AUT  1962    45     1.673
AUT  1962    46     1.674
AUT  1962    47     1.674
AUT  1962    48     1.675
AUT  1962    49     1.675
AUT  1962    50     1.675
AUT  1962    51     1.675
AUT  1962    52     1.675
AUT  1962    53     1.675
AUT  1962    54     1.675
AUT  1962    55     1.675
AUT  1963    12     0.000
AUT  1963    13     0.000
AUT  1963    14     0.000
AUT  1963    15     0.001
AUT  1963    16     0.003
AUT  1963    17     0.013
AUT  1963    18     0.039
AUT  1963    19     0.089
AUT  1963    20     0.164
AUT  1963    21     0.253
AUT  1963    22     0.349
AUT  1963    23     0.450
AUT  1963    24     0.557
AUT  1963    25     0.669
AUT  1963    26     0.781
AUT  1963    27     0.890
AUT  1963    28     0.998
AUT  1963    29     1.099
AUT  1963    30     1.193
AUT  1963    31     1.275
AUT  1963    32     1.347
AUT  1963    33     1.409
AUT  1963    34     1.464
AUT  1963    35     1.507
AUT  1963    36     1.544
AUT  1963    37     1.575
AUT  1963    38     1.600
AUT  1963    39     1.620
AUT  1963    40     1.636
AUT  1963    41     1.647
AUT  1963    42     1.655
AUT  1963    43     1.661
AUT  1963    44     1.663
AUT  1963    45     1.665
AUT  1963    46     1.666
AUT  1963    47     1.666
AUT  1963    48     1.667
AUT  1963    49     1.667
AUT  1963    50     1.667
AUT  1963    51     1.667
AUT  1963    52     1.667
AUT  1963    53     1.667
AUT  1963    54     1.667
AUT  1963    55     1.667
AUT  1964    12     0.000
AUT  1964    13     0.000
AUT  1964    14     0.000
AUT  1964    15     0.000
AUT  1964    16     0.002
AUT  1964    17     0.012
AUT  1964    18     0.038
AUT  1964    19     0.084
AUT  1964    20     0.151
AUT  1964    21     0.233
AUT  1964    22     0.322
AUT  1964    23     0.419
AUT  1964    24     0.525
AUT  1964    25     0.636
AUT  1964    26     0.749
AUT  1964    27     0.861
AUT  1964    28     0.971
AUT  1964    29     1.072
AUT  1964    30     1.164
AUT  1964    31     1.249
AUT  1964    32     1.322
AUT  1964    33     1.388
AUT  1964    34     1.442
AUT  1964    35     1.486
AUT  1964    36     1.524
AUT  1964    37     1.555
AUT  1964    38     1.580
AUT  1964    39     1.601
AUT  1964    40     1.619
AUT  1964    41     1.631
AUT  1964    42     1.639
AUT  1964    43     1.645
AUT  1964    44     1.648
AUT  1964    45     1.650
AUT  1964    46     1.651
AUT  1964    47     1.651
AUT  1964    48     1.652
AUT  1964    49     1.652
AUT  1964    50     1.652
AUT  1964    51     1.652
AUT  1964    52     1.652
AUT  1964    53     1.652
AUT  1964    54     1.652
AUT  1964    55     1.652
AUT  1965    12     0.000
AUT  1965    13     0.000
AUT  1965    14     0.000
AUT  1965    15     0.001
AUT  1965    16     0.003
AUT  1965    17     0.012
AUT  1965    18     0.035
AUT  1965    19     0.075
AUT  1965    20     0.136
AUT  1965    21     0.213
AUT  1965    22     0.299
AUT  1965    23     0.394
AUT  1965    24     0.498
AUT  1965    25     0.608
AUT  1965    26     0.724
AUT  1965    27     0.837
AUT  1965    28     0.947
AUT  1965    29     1.051
AUT  1965    30     1.145
AUT  1965    31     1.231
AUT  1965    32     1.309
AUT  1965    33     1.374
AUT  1965    34     1.428
AUT  1965    35     1.476
AUT  1965    36     1.516
AUT  1965    37     1.548
AUT  1965    38     1.578
AUT  1965    39     1.601
AUT  1965    40     1.620
AUT  1965    41     1.633
AUT  1965    42     1.643
AUT  1965    43     1.649
AUT  1965    44     1.653
AUT  1965    45     1.654
AUT  1965    46     1.655
AUT  1965    47     1.656
AUT  1965    48     1.656
AUT  1965    49     1.657
AUT  1965    50     1.657
AUT  1965    51     1.657
AUT  1965    52     1.657
AUT  1965    53     1.657
AUT  1965    54     1.657
AUT  1965    55         .
AUT  1966    12     0.000
AUT  1966    13     0.000
AUT  1966    14     0.000
AUT  1966    15     0.000
AUT  1966    16     0.002
AUT  1966    17     0.010
AUT  1966    18     0.030
AUT  1966    19     0.067
AUT  1966    20     0.125
AUT  1966    21     0.194
AUT  1966    22     0.281
AUT  1966    23     0.376
AUT  1966    24     0.475
AUT  1966    25     0.584
AUT  1966    26     0.701
AUT  1966    27     0.814
AUT  1966    28     0.924
AUT  1966    29     1.025
AUT  1966    30     1.122
AUT  1966    31     1.208
AUT  1966    32     1.283
AUT  1966    33     1.348
AUT  1966    34     1.405
AUT  1966    35     1.453
AUT  1966    36     1.494
AUT  1966    37     1.530
AUT  1966    38     1.559
AUT  1966    39     1.583
AUT  1966    40     1.602
AUT  1966    41     1.616
AUT  1966    42     1.625
AUT  1966    43     1.631
AUT  1966    44     1.635
AUT  1966    45     1.637
AUT  1966    46     1.638
AUT  1966    47     1.639
AUT  1966    48     1.639
AUT  1966    49     1.639
AUT  1966    50     1.640
AUT  1966    51     1.640
AUT  1966    52     1.640
AUT  1966    53     1.640
AUT  1966    54         .
AUT  1966    55         .
AUT  1967    12     0.000
AUT  1967    13     0.000
AUT  1967    14     0.000
AUT  1967    15     0.000
AUT  1967    16     0.002
AUT  1967    17     0.009
AUT  1967    18     0.028
AUT  1967    19     0.062
AUT  1967    20     0.116
AUT  1967    21     0.183
AUT  1967    22     0.264
AUT  1967    23     0.352
AUT  1967    24     0.449
AUT  1967    25     0.559
AUT  1967    26     0.672
AUT  1967    27     0.782
AUT  1967    28     0.890
AUT  1967    29     0.991
AUT  1967    30     1.086
AUT  1967    31     1.172
AUT  1967    32     1.246
AUT  1967    33     1.311
AUT  1967    34     1.370
AUT  1967    35     1.422
AUT  1967    36     1.467
AUT  1967    37     1.507
AUT  1967    38     1.538
AUT  1967    39     1.564
AUT  1967    40     1.585
AUT  1967    41     1.600
AUT  1967    42     1.609
AUT  1967    43     1.617
AUT  1967    44     1.621
AUT  1967    45     1.623
AUT  1967    46     1.624
AUT  1967    47     1.625
AUT  1967    48     1.625
AUT  1967    49     1.626
AUT  1967    50     1.626
AUT  1967    51     1.626
AUT  1967    52     1.626
AUT  1967    53         .
AUT  1967    54         .
AUT  1967    55         .
AUT  1968    12     0.000
AUT  1968    13     0.000
AUT  1968    14     0.000
AUT  1968    15     0.000
AUT  1968    16     0.002
AUT  1968    17     0.008
AUT  1968    18     0.026
AUT  1968    19     0.058
AUT  1968    20     0.108
AUT  1968    21     0.174
AUT  1968    22     0.250
AUT  1968    23     0.337
AUT  1968    24     0.436
AUT  1968    25     0.540
AUT  1968    26     0.649
AUT  1968    27     0.757
AUT  1968    28     0.864
AUT  1968    29     0.964
AUT  1968    30     1.056
AUT  1968    31     1.141
AUT  1968    32     1.216
AUT  1968    33     1.284
AUT  1968    34     1.344
AUT  1968    35     1.399
AUT  1968    36     1.447
AUT  1968    37     1.487
AUT  1968    38     1.520
AUT  1968    39     1.546
AUT  1968    40     1.567
AUT  1968    41     1.583
AUT  1968    42     1.594
AUT  1968    43     1.601
AUT  1968    44     1.605
AUT  1968    45     1.607
AUT  1968    46     1.608
AUT  1968    47     1.609
AUT  1968    48     1.609
AUT  1968    49     1.610
AUT  1968    50     1.610
AUT  1968    51     1.610
AUT  1968    52         .
AUT  1968    53         .
AUT  1968    54         .
AUT  1968    55         .
AUT  1969    12     0.000
AUT  1969    13     0.000
AUT  1969    14     0.000
AUT  1969    15     0.000
AUT  1969    16     0.002
AUT  1969    17     0.008
AUT  1969    18     0.025
AUT  1969    19     0.056
AUT  1969    20     0.104
AUT  1969    21     0.168
AUT  1969    22     0.245
AUT  1969    23     0.334
AUT  1969    24     0.431
AUT  1969    25     0.534
AUT  1969    26     0.639
AUT  1969    27     0.746
AUT  1969    28     0.853
AUT  1969    29     0.951
AUT  1969    30     1.042
AUT  1969    31     1.127
AUT  1969    32     1.205
AUT  1969    33     1.275
AUT  1969    34     1.338
AUT  1969    35     1.396
AUT  1969    36     1.446
AUT  1969    37     1.488
AUT  1969    38     1.522
AUT  1969    39     1.549
AUT  1969    40     1.570
AUT  1969    41     1.587
AUT  1969    42     1.598
AUT  1969    43     1.605
AUT  1969    44     1.610
AUT  1969    45     1.612
AUT  1969    46     1.613
AUT  1969    47     1.614
AUT  1969    48     1.614
AUT  1969    49     1.615
AUT  1969    50     1.615
AUT  1969    51         .
AUT  1969    52         .
AUT  1969    53         .
AUT  1969    54         .
AUT  1969    55         .
AUT  1970    12     0.000
AUT  1970    13     0.000
AUT  1970    14     0.000
AUT  1970    15     0.000
AUT  1970    16     0.002
AUT  1970    17     0.008
AUT  1970    18     0.022
AUT  1970    19     0.051
AUT  1970    20     0.098
AUT  1970    21     0.162
AUT  1970    22     0.238
AUT  1970    23     0.327
AUT  1970    24     0.422
AUT  1970    25     0.521
AUT  1970    26     0.625
AUT  1970    27     0.731
AUT  1970    28     0.834
AUT  1970    29     0.929
AUT  1970    30     1.023
AUT  1970    31     1.111
AUT  1970    32     1.192
AUT  1970    33     1.268
AUT  1970    34     1.332
AUT  1970    35     1.391
AUT  1970    36     1.444
AUT  1970    37     1.487
AUT  1970    38     1.525
AUT  1970    39     1.555
AUT  1970    40     1.577
AUT  1970    41     1.595
AUT  1970    42     1.606
AUT  1970    43     1.614
AUT  1970    44     1.618
AUT  1970    45     1.621
AUT  1970    46     1.622
AUT  1970    47     1.623
AUT  1970    48     1.624
AUT  1970    49     1.624
AUT  1970    50         .
AUT  1970    51         .
AUT  1970    52         .
AUT  1970    53         .
AUT  1970    54         .
AUT  1970    55         .
AUT  1971    12     0.000
AUT  1971    13     0.000
AUT  1971    14     0.000
AUT  1971    15     0.000
AUT  1971    16     0.002
AUT  1971    17     0.008
AUT  1971    18     0.024
AUT  1971    19     0.052
AUT  1971    20     0.098
AUT  1971    21     0.164
AUT  1971    22     0.239
AUT  1971    23     0.323
AUT  1971    24     0.413
AUT  1971    25     0.510
AUT  1971    26     0.615
AUT  1971    27     0.716
AUT  1971    28     0.815
AUT  1971    29     0.912
AUT  1971    30     1.005
AUT  1971    31     1.094
AUT  1971    32     1.178
AUT  1971    33     1.254
AUT  1971    34     1.325
AUT  1971    35     1.387
AUT  1971    36     1.440
AUT  1971    37     1.488
AUT  1971    38     1.526
AUT  1971    39     1.558
AUT  1971    40     1.583
AUT  1971    41     1.603
AUT  1971    42     1.615
AUT  1971    43     1.624
AUT  1971    44     1.628
AUT  1971    45     1.631
AUT  1971    46     1.632
AUT  1971    47     1.633
AUT  1971    48     1.634
AUT  1971    49         .
AUT  1971    50         .
AUT  1971    51         .
AUT  1971    52         .
AUT  1971    53         .
AUT  1971    54         .
AUT  1971    55         .
AUT  1972    12     0.000
AUT  1972    13     0.000
AUT  1972    14     0.000
AUT  1972    15     0.000
AUT  1972    16     0.002
AUT  1972    17     0.009
AUT  1972    18     0.025
AUT  1972    19     0.057
AUT  1972    20     0.107
AUT  1972    21     0.172
AUT  1972    22     0.247
AUT  1972    23     0.326
AUT  1972    24     0.412
AUT  1972    25     0.507
AUT  1972    26     0.604
AUT  1972    27     0.703
AUT  1972    28     0.803
AUT  1972    29     0.899
AUT  1972    30     0.994
AUT  1972    31     1.089
AUT  1972    32     1.176
AUT  1972    33     1.256
AUT  1972    34     1.329
AUT  1972    35     1.394
AUT  1972    36     1.448
AUT  1972    37     1.496
AUT  1972    38     1.537
AUT  1972    39     1.571
AUT  1972    40     1.597
AUT  1972    41     1.617
AUT  1972    42     1.630
AUT  1972    43     1.639
AUT  1972    44     1.644
AUT  1972    45     1.647
AUT  1972    46     1.649
AUT  1972    47     1.650
AUT  1972    48         .
AUT  1972    49         .
AUT  1972    50         .
AUT  1972    51         .
AUT  1972    52         .
AUT  1972    53         .
AUT  1972    54         .
AUT  1972    55         .
AUT  1973    12     0.000
AUT  1973    13     0.000
AUT  1973    14     0.000
AUT  1973    15     0.000
AUT  1973    16     0.002
AUT  1973    17     0.009
AUT  1973    18     0.027
AUT  1973    19     0.059
AUT  1973    20     0.111
AUT  1973    21     0.173
AUT  1973    22     0.244
AUT  1973    23     0.322
AUT  1973    24     0.407
AUT  1973    25     0.496
AUT  1973    26     0.590
AUT  1973    27     0.688
AUT  1973    28     0.787
AUT  1973    29     0.884
AUT  1973    30     0.981
AUT  1973    31     1.077
AUT  1973    32     1.167
AUT  1973    33     1.250
AUT  1973    34     1.322
AUT  1973    35     1.388
AUT  1973    36     1.448
AUT  1973    37     1.499
AUT  1973    38     1.543
AUT  1973    39     1.578
AUT  1973    40     1.605
AUT  1973    41     1.627
AUT  1973    42     1.641
AUT  1973    43     1.650
AUT  1973    44     1.655
AUT  1973    45     1.658
AUT  1973    46     1.660
AUT  1973    47         .
AUT  1973    48         .
AUT  1973    49         .
