Cumulative period fertility rates (vertical parallelograms)
Last modified: 31/05/2022
Code Year  ARDY  Cohort     CPFR
HUN  1966   12    1954     0.000
HUN  1966   13    1953     0.000
HUN  1966   14    1952     0.000
HUN  1966   15    1951     0.000
HUN  1966   16    1950     0.003
HUN  1966   17    1949     0.010
HUN  1966   18    1948     0.033
HUN  1966   19    1947     0.084
HUN  1966   20    1946     0.179
HUN  1966   21    1945     0.313
HUN  1966   22    1944     0.468
HUN  1966   23    1943     0.634
HUN  1966   24    1942     0.791
HUN  1966   25    1941     0.939
HUN  1966   26    1940     1.078
HUN  1966   27    1939     1.202
HUN  1966   28    1938     1.312
HUN  1966   29    1937     1.410
HUN  1966   30    1936     1.497
HUN  1966   31    1935     1.570
HUN  1966   32    1934     1.631
HUN  1966   33    1933     1.683
HUN  1966   34    1932     1.726
HUN  1966   35    1931     1.764
HUN  1966   36    1930     1.794
HUN  1966   37    1929     1.820
HUN  1966   38    1928     1.839
HUN  1966   39    1927     1.856
HUN  1966   40    1926     1.869
HUN  1966   41    1925     1.879
HUN  1966   42    1924     1.886
HUN  1966   43    1923     1.891
HUN  1966   44    1922     1.895
HUN  1966   45    1921     1.897
HUN  1966   46    1920     1.898
HUN  1966   47    1919     1.899
HUN  1966   48    1918     1.899
HUN  1966   49    1917     1.899
HUN  1966   50    1916     1.899
HUN  1966   51    1915     1.899
HUN  1966   52    1914     1.899
HUN  1966   53    1913     1.899
HUN  1966   54    1912     1.899
HUN  1966   55    1911     1.899
HUN  1967   12    1955     0.000
HUN  1967   13    1954     0.000
HUN  1967   14    1953     0.000
HUN  1967   15    1952     0.000
HUN  1967   16    1951     0.003
HUN  1967   17    1950     0.011
HUN  1967   18    1949     0.035
HUN  1967   19    1948     0.092
HUN  1967   20    1947     0.194
HUN  1967   21    1946     0.338
HUN  1967   22    1945     0.499
HUN  1967   23    1944     0.669
HUN  1967   24    1943     0.836
HUN  1967   25    1942     0.997
HUN  1967   26    1941     1.143
HUN  1967   27    1940     1.277
HUN  1967   28    1939     1.398
HUN  1967   29    1938     1.502
HUN  1967   30    1937     1.594
HUN  1967   31    1936     1.674
HUN  1967   32    1935     1.743
HUN  1967   33    1934     1.801
HUN  1967   34    1933     1.848
HUN  1967   35    1932     1.886
HUN  1967   36    1931     1.919
HUN  1967   37    1930     1.945
HUN  1967   38    1929     1.966
HUN  1967   39    1928     1.984
HUN  1967   40    1927     1.997
HUN  1967   41    1926     2.007
HUN  1967   42    1925     2.014
HUN  1967   43    1924     2.019
HUN  1967   44    1923     2.022
HUN  1967   45    1922     2.025
HUN  1967   46    1921     2.026
HUN  1967   47    1920     2.027
HUN  1967   48    1919     2.027
HUN  1967   49    1918     2.027
HUN  1967   50    1917     2.027
HUN  1967   51    1916     2.027
HUN  1967   52    1915     2.027
HUN  1967   53    1914     2.027
HUN  1967   54    1913     2.027
HUN  1967   55    1912     2.027
HUN  1968   12    1956     0.000
HUN  1968   13    1955     0.000
HUN  1968   14    1954     0.000
HUN  1968   15    1953     0.000
HUN  1968   16    1952     0.003
HUN  1968   17    1951     0.011
HUN  1968   18    1950     0.037
HUN  1968   19    1949     0.092
HUN  1968   20    1948     0.199
HUN  1968   21    1947     0.347
HUN  1968   22    1946     0.514
HUN  1968   23    1945     0.687
HUN  1968   24    1944     0.858
HUN  1968   25    1943     1.019
HUN  1968   26    1942     1.170
HUN  1968   27    1941     1.307
HUN  1968   28    1940     1.433
HUN  1968   29    1939     1.542
HUN  1968   30    1938     1.640
HUN  1968   31    1937     1.723
HUN  1968   32    1936     1.792
HUN  1968   33    1935     1.852
HUN  1968   34    1934     1.900
HUN  1968   35    1933     1.940
HUN  1968   36    1932     1.972
HUN  1968   37    1931     2.000
HUN  1968   38    1930     2.021
HUN  1968   39    1929     2.039
HUN  1968   40    1928     2.052
HUN  1968   41    1927     2.062
HUN  1968   42    1926     2.069
HUN  1968   43    1925     2.074
HUN  1968   44    1924     2.077
HUN  1968   45    1923     2.079
HUN  1968   46    1922     2.080
HUN  1968   47    1921     2.081
HUN  1968   48    1920     2.081
HUN  1968   49    1919     2.081
HUN  1968   50    1918     2.081
HUN  1968   51    1917     2.081
HUN  1968   52    1916     2.081
HUN  1968   53    1915     2.081
HUN  1968   54    1914     2.081
HUN  1968   55    1913     2.081
HUN  1969   12    1957     0.000
HUN  1969   13    1956     0.000
HUN  1969   14    1955     0.000
HUN  1969   15    1954     0.001
HUN  1969   16    1953     0.003
HUN  1969   17    1952     0.011
HUN  1969   18    1951     0.035
HUN  1969   19    1950     0.091
HUN  1969   20    1949     0.203
HUN  1969   21    1948     0.353
HUN  1969   22    1947     0.521
HUN  1969   23    1946     0.694
HUN  1969   24    1945     0.860
HUN  1969   25    1944     1.016
HUN  1969   26    1943     1.162
HUN  1969   27    1942     1.296
HUN  1969   28    1941     1.414
HUN  1969   29    1940     1.522
HUN  1969   30    1939     1.616
HUN  1969   31    1938     1.695
HUN  1969   32    1937     1.764
HUN  1969   33    1936     1.823
HUN  1969   34    1935     1.871
HUN  1969   35    1934     1.911
HUN  1969   36    1933     1.944
HUN  1969   37    1932     1.970
HUN  1969   38    1931     1.991
HUN  1969   39    1930     2.008
HUN  1969   40    1929     2.022
HUN  1969   41    1928     2.032
HUN  1969   42    1927     2.039
HUN  1969   43    1926     2.044
HUN  1969   44    1925     2.048
HUN  1969   45    1924     2.050
HUN  1969   46    1923     2.051
HUN  1969   47    1922     2.051
HUN  1969   48    1921     2.051
HUN  1969   49    1920     2.051
HUN  1969   50    1919     2.052
HUN  1969   51    1918     2.052
HUN  1969   52    1917     2.052
HUN  1969   53    1916     2.052
HUN  1969   54    1915     2.052
HUN  1969   55    1914     2.052
HUN  1970   12    1958     0.000
HUN  1970   13    1957     0.000
HUN  1970   14    1956     0.000
HUN  1970   15    1955     0.001
HUN  1970   16    1954     0.004
HUN  1970   17    1953     0.012
HUN  1970   18    1952     0.036
HUN  1970   19    1951     0.092
HUN  1970   20    1950     0.198
HUN  1970   21    1949     0.344
HUN  1970   22    1948     0.512
HUN  1970   23    1947     0.681
HUN  1970   24    1946     0.843
HUN  1970   25    1945     0.993
HUN  1970   26    1944     1.135
HUN  1970   27    1943     1.266
HUN  1970   28    1942     1.383
HUN  1970   29    1941     1.486
HUN  1970   30    1940     1.576
HUN  1970   31    1939     1.651
HUN  1970   32    1938     1.716
HUN  1970   33    1937     1.772
HUN  1970   34    1936     1.818
HUN  1970   35    1935     1.857
HUN  1970   36    1934     1.887
HUN  1970   37    1933     1.912
HUN  1970   38    1932     1.932
HUN  1970   39    1931     1.948
HUN  1970   40    1930     1.961
HUN  1970   41    1929     1.970
HUN  1970   42    1928     1.977
HUN  1970   43    1927     1.982
HUN  1970   44    1926     1.985
HUN  1970   45    1925     1.987
HUN  1970   46    1924     1.988
HUN  1970   47    1923     1.989
HUN  1970   48    1922     1.989
HUN  1970   49    1921     1.989
HUN  1970   50    1920     1.989
HUN  1970   51    1919     1.989
HUN  1970   52    1918     1.989
HUN  1970   53    1917     1.989
HUN  1970   54    1916     1.989
HUN  1970   55    1915     1.989
HUN  1971   12    1959     0.000
HUN  1971   13    1958     0.000
HUN  1971   14    1957     0.000
HUN  1971   15    1956     0.001
HUN  1971   16    1955     0.005
HUN  1971   17    1954     0.015
HUN  1971   18    1953     0.040
HUN  1971   19    1952     0.094
HUN  1971   20    1951     0.199
HUN  1971   21    1950     0.347
HUN  1971   22    1949     0.511
HUN  1971   23    1948     0.679
HUN  1971   24    1947     0.838
HUN  1971   25    1946     0.985
HUN  1971   26    1945     1.121
HUN  1971   27    1944     1.246
HUN  1971   28    1943     1.356
HUN  1971   29    1942     1.457
HUN  1971   30    1941     1.541
HUN  1971   31    1940     1.615
HUN  1971   32    1939     1.678
HUN  1971   33    1938     1.730
HUN  1971   34    1937     1.775
HUN  1971   35    1936     1.813
HUN  1971   36    1935     1.843
HUN  1971   37    1934     1.868
HUN  1971   38    1933     1.887
HUN  1971   39    1932     1.902
HUN  1971   40    1931     1.915
HUN  1971   41    1930     1.924
HUN  1971   42    1929     1.931
HUN  1971   43    1928     1.935
HUN  1971   44    1927     1.938
HUN  1971   45    1926     1.939
HUN  1971   46    1925     1.940
HUN  1971   47    1924     1.941
HUN  1971   48    1923     1.941
HUN  1971   49    1922     1.941
HUN  1971   50    1921     1.941
HUN  1971   51    1920     1.941
HUN  1971   52    1919     1.941
HUN  1971   53    1918     1.941
HUN  1971   54    1917     1.941
HUN  1971   55    1916     1.941
HUN  1972   12    1960     0.000
HUN  1972   13    1959     0.000
HUN  1972   14    1958     0.000
HUN  1972   15    1957     0.001
HUN  1972   16    1956     0.005
HUN  1972   17    1955     0.016
HUN  1972   18    1954     0.043
HUN  1972   19    1953     0.099
HUN  1972   20    1952     0.201
HUN  1972   21    1951     0.345
HUN  1972   22    1950     0.510
HUN  1972   23    1949     0.676
HUN  1972   24    1948     0.840
HUN  1972   25    1947     0.990
HUN  1972   26    1946     1.129
HUN  1972   27    1945     1.256
HUN  1972   28    1944     1.368
HUN  1972   29    1943     1.469
HUN  1972   30    1942     1.553
HUN  1972   31    1941     1.624
HUN  1972   32    1940     1.687
HUN  1972   33    1939     1.738
HUN  1972   34    1938     1.781
HUN  1972   35    1937     1.815
HUN  1972   36    1936     1.843
HUN  1972   37    1935     1.866
HUN  1972   38    1934     1.885
HUN  1972   39    1933     1.901
HUN  1972   40    1932     1.913
HUN  1972   41    1931     1.922
HUN  1972   42    1930     1.929
HUN  1972   43    1929     1.933
HUN  1972   44    1928     1.936
HUN  1972   45    1927     1.938
HUN  1972   46    1926     1.939
HUN  1972   47    1925     1.939
HUN  1972   48    1924     1.940
HUN  1972   49    1923     1.940
HUN  1972   50    1922     1.940
HUN  1972   51    1921     1.940
HUN  1972   52    1920     1.940
HUN  1972   53    1919     1.940
HUN  1972   54    1918     1.940
HUN  1972   55    1917     1.940
HUN  1973   12    1961     0.000
HUN  1973   13    1960     0.000
HUN  1973   14    1959     0.000
HUN  1973   15    1958     0.001
HUN  1973   16    1957     0.005
HUN  1973   17    1956     0.017
HUN  1973   18    1955     0.046
HUN  1973   19    1954     0.104
HUN  1973   20    1953     0.208
HUN  1973   21    1952     0.346
HUN  1973   22    1951     0.506
HUN  1973   23    1950     0.675
HUN  1973   24    1949     0.836
HUN  1973   25    1948     0.989
HUN  1973   26    1947     1.131
HUN  1973   27    1946     1.257
HUN  1973   28    1945     1.369
HUN  1973   29    1944     1.466
HUN  1973   30    1943     1.551
HUN  1973   31    1942     1.624
HUN  1973   32    1941     1.685
HUN  1973   33    1940     1.737
HUN  1973   34    1939     1.780
HUN  1973   35    1938     1.816
HUN  1973   36    1937     1.845
HUN  1973   37    1936     1.869
HUN  1973   38    1935     1.890
HUN  1973   39    1934     1.905
HUN  1973   40    1933     1.916
HUN  1973   41    1932     1.924
HUN  1973   42    1931     1.931
HUN  1973   43    1930     1.935
HUN  1973   44    1929     1.938
HUN  1973   45    1928     1.940
HUN  1973   46    1927     1.941
HUN  1973   47    1926     1.941
HUN  1973   48    1925     1.942
HUN  1973   49    1924     1.942
HUN  1973   50    1923     1.942
HUN  1973   51    1922     1.942
HUN  1973   52    1921     1.942
HUN  1973   53    1920     1.942
HUN  1973   54    1919     1.942
HUN  1973   55    1918     1.942
HUN  1974   12    1962     0.000
HUN  1974   13    1961     0.000
HUN  1974   14    1960     0.000
HUN  1974   15    1959     0.001
HUN  1974   16    1958     0.006
HUN  1974   17    1957     0.019
HUN  1974   18    1956     0.055
HUN  1974   19    1955     0.121
HUN  1974   20    1954     0.238
HUN  1974   21    1953     0.395
HUN  1974   22    1952     0.572
HUN  1974   23    1951     0.763
HUN  1974   24    1950     0.956
HUN  1974   25    1949     1.136
HUN  1974   26    1948     1.307
HUN  1974   27    1947     1.461
HUN  1974   28    1946     1.597
HUN  1974   29    1945     1.718
HUN  1974   30    1944     1.821
HUN  1974   31    1943     1.910
HUN  1974   32    1942     1.985
HUN  1974   33    1941     2.049
HUN  1974   34    1940     2.102
HUN  1974   35    1939     2.145
HUN  1974   36    1938     2.180
HUN  1974   37    1937     2.206
HUN  1974   38    1936     2.228
HUN  1974   39    1935     2.245
HUN  1974   40    1934     2.259
HUN  1974   41    1933     2.268
HUN  1974   42    1932     2.276
HUN  1974   43    1931     2.281
HUN  1974   44    1930     2.284
HUN  1974   45    1929     2.285
HUN  1974   46    1928     2.286
HUN  1974   47    1927     2.287
HUN  1974   48    1926     2.287
HUN  1974   49    1925     2.287
HUN  1974   50    1924     2.287
HUN  1974   51    1923     2.287
HUN  1974   52    1922     2.287
HUN  1974   53    1921     2.287
HUN  1974   54    1920     2.287
HUN  1974   55    1919     2.287
HUN  1975   12    1963     0.000
HUN  1975   13    1962     0.000
HUN  1975   14    1961     0.000
HUN  1975   15    1960     0.001
HUN  1975   16    1959     0.007
HUN  1975   17    1958     0.023
HUN  1975   18    1957     0.063
HUN  1975   19    1956     0.140
HUN  1975   20    1955     0.265
HUN  1975   21    1954     0.425
HUN  1975   22    1953     0.606
HUN  1975   23    1952     0.794
HUN  1975   24    1951     0.987
HUN  1975   25    1950     1.174
HUN  1975   26    1949     1.347
HUN  1975   27    1948     1.508
HUN  1975   28    1947     1.650
HUN  1975   29    1946     1.775
HUN  1975   30    1945     1.883
HUN  1975   31    1944     1.977
HUN  1975   32    1943     2.056
HUN  1975   33    1942     2.123
HUN  1975   34    1941     2.179
HUN  1975   35    1940     2.224
HUN  1975   36    1939     2.259
HUN  1975   37    1938     2.287
HUN  1975   38    1937     2.309
HUN  1975   39    1936     2.326
HUN  1975   40    1935     2.339
HUN  1975   41    1934     2.348
HUN  1975   42    1933     2.355
HUN  1975   43    1932     2.360
HUN  1975   44    1931     2.363
HUN  1975   45    1930     2.364
HUN  1975   46    1929     2.365
HUN  1975   47    1928     2.366
HUN  1975   48    1927     2.366
HUN  1975   49    1926     2.366
HUN  1975   50    1925     2.366
HUN  1975   51    1924     2.366
HUN  1975   52    1923     2.366
HUN  1975   53    1922     2.366
HUN  1975   54    1921     2.366
HUN  1975   55    1920     2.366
HUN  1976   12    1964     0.000
HUN  1976   13    1963     0.000
HUN  1976   14    1962     0.000
HUN  1976   15    1961     0.001
HUN  1976   16    1960     0.006
HUN  1976   17    1959     0.024
HUN  1976   18    1958     0.068
HUN  1976   19    1957     0.149
HUN  1976   20    1956     0.281
HUN  1976   21    1955     0.444
HUN  1976   22    1954     0.625
HUN  1976   23    1953     0.811
HUN  1976   24    1952     0.993
HUN  1976   25    1951     1.168
HUN  1976   26    1950     1.331
HUN  1976   27    1949     1.476
HUN  1976   28    1948     1.605
HUN  1976   29    1947     1.718
HUN  1976   30    1946     1.817
HUN  1976   31    1945     1.902
HUN  1976   32    1944     1.972
HUN  1976   33    1943     2.031
HUN  1976   34    1942     2.081
HUN  1976   35    1941     2.121
HUN  1976   36    1940     2.153
HUN  1976   37    1939     2.177
HUN  1976   38    1938     2.197
HUN  1976   39    1937     2.213
HUN  1976   40    1936     2.225
HUN  1976   41    1935     2.234
HUN  1976   42    1934     2.240
HUN  1976   43    1933     2.244
HUN  1976   44    1932     2.247
HUN  1976   45    1931     2.249
HUN  1976   46    1930     2.249
HUN  1976   47    1929     2.250
HUN  1976   48    1928     2.250
HUN  1976   49    1927     2.250
HUN  1976   50    1926     2.250
HUN  1976   51    1925     2.250
HUN  1976   52    1924     2.250
HUN  1976   53    1923     2.250
HUN  1976   54    1922     2.250
HUN  1976   55    1921     2.250
HUN  1977   12    1965     0.000
HUN  1977   13    1964     0.000
HUN  1977   14    1963     0.000
HUN  1977   15    1962     0.001
HUN  1977   16    1961     0.007
HUN  1977   17    1960     0.025
HUN  1977   18    1959     0.070
HUN  1977   19    1958     0.154
HUN  1977   20    1957     0.279
HUN  1977   21    1956     0.442
HUN  1977   22    1955     0.619
HUN  1977   23    1954     0.800
HUN  1977   24    1953     0.976
HUN  1977   25    1952     1.143
HUN  1977   26    1951     1.298
HUN  1977   27    1950     1.439
HUN  1977   28    1949     1.562
HUN  1977   29    1948     1.669
HUN  1977   30    1947     1.760
HUN  1977   31    1946     1.839
HUN  1977   32    1945     1.906
HUN  1977   33    1944     1.962
HUN  1977   34    1943     2.008
HUN  1977   35    1942     2.045
HUN  1977   36    1941     2.075
HUN  1977   37    1940     2.100
HUN  1977   38    1939     2.118
HUN  1977   39    1938     2.132
HUN  1977   40    1937     2.143
HUN  1977   41    1936     2.151
HUN  1977   42    1935     2.157
HUN  1977   43    1934     2.162
HUN  1977   44    1933     2.165
HUN  1977   45    1932     2.167
HUN  1977   46    1931     2.168
HUN  1977   47    1930     2.168
HUN  1977   48    1929     2.168
HUN  1977   49    1928     2.168
HUN  1977   50    1927     2.168
HUN  1977   51    1926     2.168
HUN  1977   52    1925     2.168
HUN  1977   53    1924     2.168
HUN  1977   54    1923     2.168
HUN  1977   55    1922     2.168
HUN  1978   12    1966     0.000
HUN  1978   13    1965     0.000
HUN  1978   14    1964     0.000
HUN  1978   15    1963     0.001
HUN  1978   16    1962     0.007
HUN  1978   17    1961     0.026
HUN  1978   18    1960     0.072
HUN  1978   19    1959     0.156
HUN  1978   20    1958     0.282
HUN  1978   21    1957     0.440
HUN  1978   22    1956     0.618
HUN  1978   23    1955     0.797
HUN  1978   24    1954     0.969
HUN  1978   25    1953     1.130
HUN  1978   26    1952     1.278
HUN  1978   27    1951     1.411
HUN  1978   28    1950     1.525
HUN  1978   29    1949     1.623
HUN  1978   30    1948     1.707
HUN  1978   31    1947     1.779
HUN  1978   32    1946     1.841
HUN  1978   33    1945     1.893
HUN  1978   34    1944     1.934
HUN  1978   35    1943     1.968
HUN  1978   36    1942     1.996
HUN  1978   37    1941     2.017
HUN  1978   38    1940     2.034
HUN  1978   39    1939     2.047
HUN  1978   40    1938     2.057
HUN  1978   41    1937     2.065
HUN  1978   42    1936     2.070
HUN  1978   43    1935     2.074
HUN  1978   44    1934     2.077
HUN  1978   45    1933     2.078
HUN  1978   46    1932     2.079
HUN  1978   47    1931     2.079
HUN  1978   48    1930     2.079
HUN  1978   49    1929     2.079
HUN  1978   50    1928     2.079
HUN  1978   51    1927     2.079
HUN  1978   52    1926     2.079
HUN  1978   53    1925     2.079
HUN  1978   54    1924     2.079
HUN  1978   55    1923     2.079
HUN  1979   12    1967     0.000
HUN  1979   13    1966     0.000
HUN  1979   14    1965     0.000
HUN  1979   15    1964     0.001
HUN  1979   16    1963     0.007
HUN  1979   17    1962     0.026
HUN  1979   18    1961     0.071
HUN  1979   19    1960     0.156
HUN  1979   20    1959     0.284
HUN  1979   21    1958     0.443
HUN  1979   22    1957     0.615
HUN  1979   23    1956     0.791
HUN  1979   24    1955     0.960
HUN  1979   25    1954     1.119
HUN  1979   26    1953     1.263
HUN  1979   27    1952     1.394
HUN  1979   28    1951     1.504
HUN  1979   29    1950     1.598
HUN  1979   30    1949     1.679
HUN  1979   31    1948     1.746
HUN  1979   32    1947     1.802
HUN  1979   33    1946     1.847
HUN  1979   34    1945     1.885
HUN  1979   35    1944     1.916
HUN  1979   36    1943     1.941
HUN  1979   37    1942     1.961
HUN  1979   38    1941     1.977
HUN  1979   39    1940     1.989
HUN  1979   40    1939     1.999
HUN  1979   41    1938     2.005
HUN  1979   42    1937     2.010
HUN  1979   43    1936     2.014
HUN  1979   44    1935     2.016
HUN  1979   45    1934     2.017
HUN  1979   46    1933     2.018
HUN  1979   47    1932     2.018
HUN  1979   48    1931     2.019
HUN  1979   49    1930     2.019
HUN  1979   50    1929     2.019
HUN  1979   51    1928     2.019
HUN  1979   52    1927     2.019
HUN  1979   53    1926     2.019
HUN  1979   54    1925     2.019
HUN  1979   55    1924     2.019
HUN  1980   12    1968     0.000
HUN  1980   13    1967     0.000
HUN  1980   14    1966     0.000
HUN  1980   15    1965     0.002
HUN  1980   16    1964     0.007
HUN  1980   17    1963     0.026
HUN  1980   18    1962     0.070
HUN  1980   19    1961     0.151
HUN  1980   20    1960     0.271
HUN  1980   21    1959     0.420
HUN  1980   22    1958     0.583
HUN  1980   23    1957     0.751
HUN  1980   24    1956     0.914
HUN  1980   25    1955     1.067
HUN  1980   26    1954     1.203
HUN  1980   27    1953     1.325
HUN  1980   28    1952     1.430
HUN  1980   29    1951     1.520
HUN  1980   30    1950     1.597
HUN  1980   31    1949     1.660
HUN  1980   32    1948     1.713
HUN  1980   33    1947     1.756
HUN  1980   34    1946     1.791
HUN  1980   35    1945     1.820
HUN  1980   36    1944     1.844
HUN  1980   37    1943     1.863
HUN  1980   38    1942     1.877
HUN  1980   39    1941     1.888
HUN  1980   40    1940     1.897
HUN  1980   41    1939     1.903
HUN  1980   42    1938     1.908
HUN  1980   43    1937     1.911
HUN  1980   44    1936     1.913
HUN  1980   45    1935     1.914
HUN  1980   46    1934     1.915
HUN  1980   47    1933     1.915
HUN  1980   48    1932     1.915
HUN  1980   49    1931     1.915
HUN  1980   50    1930     1.915
HUN  1980   51    1929     1.915
HUN  1980   52    1928     1.915
HUN  1980   53    1927     1.915
HUN  1980   54    1926     1.915
HUN  1980   55    1925     1.915
HUN  1981   12    1969     0.000
HUN  1981   13    1968     0.000
HUN  1981   14    1967     0.000
HUN  1981   15    1966     0.001
HUN  1981   16    1965     0.007
HUN  1981   17    1964     0.023
HUN  1981   18    1963     0.064
HUN  1981   19    1962     0.137
HUN  1981   20    1961     0.252
HUN  1981   21    1960     0.395
HUN  1981   22    1959     0.552
HUN  1981   23    1958     0.717
HUN  1981   24    1957     0.878
HUN  1981   25    1956     1.031
HUN  1981   26    1955     1.169
HUN  1981   27    1954     1.293
HUN  1981   28    1953     1.399
HUN  1981   29    1952     1.492
HUN  1981   30    1951     1.569
HUN  1981   31    1950     1.633
HUN  1981   32    1949     1.684
HUN  1981   33    1948     1.728
HUN  1981   34    1947     1.764
HUN  1981   35    1946     1.791
HUN  1981   36    1945     1.814
HUN  1981   37    1944     1.831
HUN  1981   38    1943     1.845
HUN  1981   39    1942     1.856
HUN  1981   40    1941     1.864
HUN  1981   41    1940     1.871
HUN  1981   42    1939     1.875
HUN  1981   43    1938     1.878
HUN  1981   44    1937     1.881
HUN  1981   45    1936     1.882
HUN  1981   46    1935     1.882
HUN  1981   47    1934     1.883
HUN  1981   48    1933     1.883
HUN  1981   49    1932     1.883
HUN  1981   50    1931     1.883
HUN  1981   51    1930     1.883
HUN  1981   52    1929     1.883
HUN  1981   53    1928     1.883
HUN  1981   54    1927     1.883
HUN  1981   55    1926     1.883
HUN  1982   12    1970     0.000
HUN  1982   13    1969     0.000
HUN  1982   14    1968     0.000
HUN  1982   15    1967     0.001
HUN  1982   16    1966     0.007
HUN  1982   17    1965     0.023
HUN  1982   18    1964     0.061
HUN  1982   19    1963     0.131
HUN  1982   20    1962     0.240
HUN  1982   21    1961     0.377
HUN  1982   22    1960     0.528
HUN  1982   23    1959     0.685
HUN  1982   24    1958     0.839
HUN  1982   25    1957     0.986
HUN  1982   26    1956     1.120
HUN  1982   27    1955     1.240
HUN  1982   28    1954     1.343
HUN  1982   29    1953     1.432
HUN  1982   30    1952     1.507
HUN  1982   31    1951     1.568
HUN  1982   32    1950     1.619
HUN  1982   33    1949     1.658
HUN  1982   34    1948     1.692
HUN  1982   35    1947     1.719
HUN  1982   36    1946     1.742
HUN  1982   37    1945     1.758
HUN  1982   38    1944     1.772
HUN  1982   39    1943     1.782
HUN  1982   40    1942     1.790
HUN  1982   41    1941     1.796
HUN  1982   42    1940     1.800
HUN  1982   43    1939     1.802
HUN  1982   44    1938     1.804
HUN  1982   45    1937     1.805
HUN  1982   46    1936     1.806
HUN  1982   47    1935     1.806
HUN  1982   48    1934     1.807
HUN  1982   49    1933     1.807
HUN  1982   50    1932     1.807
HUN  1982   51    1931     1.807
HUN  1982   52    1930     1.807
HUN  1982   53    1929     1.807
HUN  1982   54    1928     1.807
HUN  1982   55    1927     1.807
HUN  1983   12    1971     0.000
HUN  1983   13    1970     0.000
HUN  1983   14    1969     0.000
HUN  1983   15    1968     0.001
HUN  1983   16    1967     0.007
HUN  1983   17    1966     0.023
HUN  1983   18    1965     0.058
HUN  1983   19    1964     0.122
HUN  1983   20    1963     0.223
HUN  1983   21    1962     0.351
HUN  1983   22    1961     0.498
HUN  1983   23    1960     0.650
HUN  1983   24    1959     0.801
HUN  1983   25    1958     0.946
HUN  1983   26    1957     1.081
HUN  1983   27    1956     1.203
HUN  1983   28    1955     1.307
HUN  1983   29    1954     1.395
HUN  1983   30    1953     1.467
HUN  1983   31    1952     1.530
HUN  1983   32    1951     1.579
HUN  1983   33    1950     1.619
HUN  1983   34    1949     1.651
HUN  1983   35    1948     1.678
HUN  1983   36    1947     1.699
HUN  1983   37    1946     1.716
HUN  1983   38    1945     1.729
HUN  1983   39    1944     1.738
HUN  1983   40    1943     1.746
HUN  1983   41    1942     1.751
HUN  1983   42    1941     1.755
HUN  1983   43    1940     1.758
HUN  1983   44    1939     1.760
HUN  1983   45    1938     1.761
HUN  1983   46    1937     1.762
HUN  1983   47    1936     1.762
HUN  1983   48    1935     1.762
HUN  1983   49    1934     1.762
HUN  1983   50    1933     1.762
HUN  1983   51    1932     1.762
HUN  1983   52    1931     1.762
HUN  1983   53    1930     1.762
HUN  1983   54    1929     1.762
HUN  1983   55    1928     1.762
HUN  1984   12    1972     0.000
HUN  1984   13    1971     0.000
HUN  1984   14    1970     0.000
HUN  1984   15    1969     0.001
HUN  1984   16    1968     0.007
HUN  1984   17    1967     0.024
HUN  1984   18    1966     0.060
HUN  1984   19    1965     0.123
HUN  1984   20    1964     0.220
HUN  1984   21    1963     0.348
HUN  1984   22    1962     0.493
HUN  1984   23    1961     0.648
HUN  1984   24    1960     0.800
HUN  1984   25    1959     0.948
HUN  1984   26    1958     1.084
HUN  1984   27    1957     1.207
HUN  1984   28    1956     1.312
HUN  1984   29    1955     1.402
HUN  1984   30    1954     1.475
HUN  1984   31    1953     1.538
HUN  1984   32    1952     1.589
HUN  1984   33    1951     1.631
HUN  1984   34    1950     1.664
HUN  1984   35    1949     1.691
HUN  1984   36    1948     1.713
HUN  1984   37    1947     1.730
HUN  1984   38    1946     1.742
HUN  1984   39    1945     1.753
HUN  1984   40    1944     1.760
HUN  1984   41    1943     1.765
HUN  1984   42    1942     1.769
HUN  1984   43    1941     1.772
HUN  1984   44    1940     1.773
HUN  1984   45    1939     1.774
HUN  1984   46    1938     1.775
HUN  1984   47    1937     1.775
HUN  1984   48    1936     1.775
HUN  1984   49    1935     1.775
HUN  1984   50    1934     1.775
HUN  1984   51    1933     1.775
HUN  1984   52    1932     1.775
HUN  1984   53    1931     1.775
HUN  1984   54    1930     1.775
HUN  1984   55    1929     1.775
HUN  1985   12    1973     0.000
HUN  1985   13    1972     0.000
HUN  1985   14    1971     0.000
HUN  1985   15    1970     0.001
HUN  1985   16    1969     0.007
HUN  1985   17    1968     0.024
HUN  1985   18    1967     0.059
HUN  1985   19    1966     0.122
HUN  1985   20    1965     0.216
HUN  1985   21    1964     0.341
HUN  1985   22    1963     0.491
HUN  1985   23    1962     0.652
HUN  1985   24    1961     0.816
HUN  1985   25    1960     0.975
HUN  1985   26    1959     1.122
HUN  1985   27    1958     1.253
HUN  1985   28    1957     1.368
HUN  1985   29    1956     1.467
HUN  1985   30    1955     1.547
HUN  1985   31    1954     1.614
HUN  1985   32    1953     1.669
HUN  1985   33    1952     1.714
HUN  1985   34    1951     1.752
HUN  1985   35    1950     1.782
HUN  1985   36    1949     1.806
HUN  1985   37    1948     1.825
HUN  1985   38    1947     1.840
HUN  1985   39    1946     1.851
HUN  1985   40    1945     1.859
HUN  1985   41    1944     1.864
HUN  1985   42    1943     1.869
HUN  1985   43    1942     1.871
HUN  1985   44    1941     1.873
HUN  1985   45    1940     1.874
HUN  1985   46    1939     1.875
